selection_policy,selected_model_from_cv,selected_model_cv_rank,selected_model_cv_eligible,selected_model_cv_sharpe,selected_model_cv_profit_factor,selected_model_cv_roc_auc,selected_model_cv_trade_count,selected_model_cv_signal_upper_threshold,selected_model_cv_signal_lower_threshold,selected_model_test_rank,selected_model_test_sharpe,selected_model_test_trade_count,best_test_model,best_test_model_sharpe,best_test_model_is_selected_model
"select model by cross-validation only among active strategies (trade_count>=20 and avg_abs_position>=0.02), then rank by sharpe desc, profit_factor desc, roc_auc desc; signal thresholds are derived from CV score quantiles",random_forest,1,True,0.369858872834465,1.0921166666450477,0.5251019587569647,794,0.5753767411679054,0.4499228500667639,3,0.6487990685493945,146,logistic_regression,0.9992657464601747,False
