metric,value
white_reality_check_p_value,0.168
permutation_observed_sharpe,1.7720411479890013
permutation_p_value,0.012
bootstrap_sharpe_lower,-0.13084492682832907
bootstrap_sharpe_upper,3.4355362792771147
bootstrap_cagr_lower,-0.027975256375002394
bootstrap_cagr_upper,1.3949651155200375
bootstrap_profit_factor_lower,0.992002033098146
bootstrap_profit_factor_upper,2.659628359551465
