feature,mean_abs_shap
btc_return_1d,0.08000392050194728
mvrv_level,0.05245541545456546
btc_rsi_14,0.04852976670221918
funding_rate_daily,0.0286138280556218
vix_zscore_21d,0.01779349782470275
