date,btc_close,target,target_return,btc_return_1d,btc_return_5d,btc_return_21d,btc_volatility_7d,btc_volatility_21d,btc_ma_gap_7_21,btc_price_zscore_21d,btc_drawdown_30d,btc_rsi_14,btc_momentum_10d,fear_greed_index,fear_greed_change_1d,fear_greed_zscore_21d,funding_rate_daily,funding_rate_mean_7d,funding_rate_abs_mean_7d,spx_return_1d,spx_return_5d,vix_level,vix_change_1d,vix_zscore_21d,gold_return_5d,gold_btc_ratio,usd_index_return_5d,usd_index_zscore_21d,active_addresses_change_7d,active_addresses_zscore_30d,transaction_count_change_7d,hash_rate_change_7d,hash_rate_zscore_30d,mvrv_level,onchain_roi_30d,fee_per_transaction_usd
2019-09-26,8091.69529924021,1,0.011750855231041246,-0.039465352041133106,-0.18972899643469843,-0.23520283161473643,0.03786213802999014,0.027742243786974312,-0.06715284284924372,-2.707476608299105,-0.23798269181952747,6.924249203700839,-0.21116834562824494,12.0,-3.0,-3.036205993978465,0.0001,0.0001,0.0001,-0.002428916406865711,-0.004829416036970735,16.06999969482422,0.00689220904851684,1.3983163541673411,-0.008114751219822525,0.01752290317944208,0.00710584644261969,2.86500531116561,0.008907410387251513,0.22636743561283215,0.012237616355187164,0.17022334723182997,1.678915211641387,1.42454001,-20.42172525235417,0.7458520535402434
2019-09-27,8186.77963927528,1,0.0018565754590769146,0.011750855231041246,-0.18515291536598322,-0.20754053613394663,0.04078721508038886,0.02809342213436664,-0.08623688753978653,-2.129912701592021,-0.22902833674755085,10.32524812220987,-0.19702904575385227,24.0,12.0,-1.3920517253300924,0.0001,0.0001,0.0001,-0.005316352490240539,-0.010120093649236717,17.219999313354492,0.0715618942357954,2.253625685259464,-0.013221402098614554,0.01723021795797118,0.006090736586233714,2.0672030678644733,-0.0387451738491279,-0.08926770742149423,-0.11136890281733625,-0.06192421379226554,-0.4561565846655357,1.44132571,-15.815444454117136,0.9189629039896601
2019-09-28,8201.97901344243,0,-0.016760705051297342,0.0018565754590769146,-0.1538019046533664,-0.21845027681155582,0.04240205019590738,0.02759617191433169,-0.10215633385935219,-1.8230549403364993,-0.22759696967791265,10.229060074389551,-0.19282338038605729,32.0,8.0,-0.4016764999993399,0.0001,0.0001,0.0001,0.0,-0.010024129428199746,17.219999313354492,0.0,1.9263430294428876,-0.018713060461956532,0.017198288038460838,0.005172435538772557,1.7863437303143033,-0.008763961566510159,-1.1550731555482054,-0.04046041690188984,0.027850563666552253,1.4045234727927138,1.44491153,-13.502326830162998,0.6007239744190129
2019-09-29,8064.50806236119,1,0.027014343599704116,-0.016760705051297342,-0.0637548346465483,-0.2251078882922355,0.040266775669271934,0.02761225245137508,-0.12115438230958597,-1.7296483071517295,-0.24054298904986937,9.935863198228802,-0.21462799937582788,33.0,1.0,-0.23100248676959795,0.0001,0.0001,0.0001,0.0,-0.0016214044479908596,17.219999313354492,0.0,1.6882912534064145,-0.02387376015074849,0.017491457193396752,0.007830021366029394,1.5748446862323735,-0.06931556772177472,-1.6565422754743904,-0.09914535783848577,-0.12083222227263446,-0.24522913187080686,1.42120643,-15.798929876640644,0.5923478257186778
2019-09-30,8282.3654541204,1,0.003886080151935145,0.027014343599704116,-0.01683161667157429,-0.19841336011687227,0.04549525185891453,0.028870902887987316,-0.13328376487188986,-1.3366757901810273,-0.22002675640685831,16.710658159791365,-0.18561813551500095,27.0,-6.0,-0.872690272930484,0.0001,0.0001,0.0001,0.005047606675254723,-0.0027237791374271625,16.239999771118164,-0.056910544791736295,0.8152675397130381,-0.020870102768475562,0.01676694851083889,0.003432919373462129,2.013399058765579,0.02085740933600544,0.39065933054508056,0.06620849304153098,0.22371263179544343,-0.66611482515703,1.45994759,-13.770490774047376,1.1297509114550035
2019-10-01,8314.55139012273,1,0.005770526868659198,0.003886080151935145,0.027541334991129096,-0.17563047568374923,0.02253321830443668,0.028842630351164782,-0.13007026857164183,-1.178154324472051,-0.21699571786589056,17.97734029861077,-0.1674130512919081,38.0,11.0,0.47636593574862796,0.0001,0.0001,0.0001,-0.012258373372913245,-0.01255033070598599,18.559999465942383,0.14285712607891754,2.2277833043100674,-0.0152337153931692,0.016793450221341582,-0.0008063887893655641,1.2102533950945311,-0.1066950088549502,0.33540195547168516,-0.06553633452117824,-0.022588764158289476,0.21298476824237678,1.46687818,-14.835548283376676,1.1742526531634379
2019-10-02,8362.53073232028,0,-0.012937569438848606,0.005770526868659198,0.021467671146521594,-0.1754674963784918,0.021420731883132114,0.02884759392817537,-0.12314101501530128,-1.025464960094296,-0.21247737061756056,19.519950674413508,-0.16766004611835827,39.0,1.0,0.5906303642475881,-0.00010819333333333333,7.025809523809523e-05,0.00010117047619047619,-0.017903202985502964,-0.025045641541864727,20.559999465942383,0.10775862379037249,2.7162411100332102,0.0014178147717542888,0.016892014992648252,-0.0007062828613978445,0.904324254676496,-0.08466760550444674,-0.06055151174282376,-0.043107529223843755,0.018070982428634697,0.535273809766925,1.47560342,-19.41545681160255,0.9452946450172072
2019-10-03,8254.33991028638,0,-0.010740260274394786,-0.012937569438848606,0.006383934506310585,-0.20656980692078775,0.014762006069665084,0.027749804619250834,-0.11094969199956406,-1.032755117922278,-0.2198302633974294,15.885256712630365,-0.1483998314333087,37.0,-2.0,0.3611016086080181,-9.698666666666668e-05,4.211714285714286e-05,0.00010074,0.00797191259701524,-0.017273390610157424,19.1200008392334,-0.07003884553082507,1.675910458243231,0.005954886944767646,0.017190955962408532,-0.0025224497877148755,0.3812627844748438,-0.04176229364171846,-0.1304723994215859,-0.06930878824746722,-0.08918997325254008,0.4377829913405172,1.45721375,-22.26659993198605,0.9610355212051143
2019-10-04,8165.68615125658,0,-0.0029455500760054987,-0.010740260274394786,0.012546095572476323,-0.21068934029071784,0.014970836380935965,0.027726215844538923,-0.10120733191358311,-1.022092253569,-0.22820948942674701,15.937161239989393,-0.05200861332275497,30.0,-7.0,-0.4488487512127115,-3.7333333333332974e-07,2.777809523809524e-05,8.650761904761905e-05,0.014216897585460186,-0.003302067049955615,17.040000915527344,-0.10878660211342595,0.517126994062268,0.005954886944767646,0.01737759586494125,-0.0030269705368811683,0.18764383492470443,-0.0016063368377712273,-0.06655135560774897,0.09419042670650124,0.11363636363636331,0.3841805706331864,1.44209083,-22.79947023553585,0.6645728755393406
2019-10-05,8141.63371379311,0,-0.03525384596115888,-0.0029455500760054987,-0.016991732749160104,-0.21438985681251033,0.014967012214581809,0.027638582265382794,-0.0916593868347072,-0.9543425519500528,-0.2242004563913076,16.851641213526335,-0.033537351088514744,31.0,1.0,-0.2823930066943868,-0.0001652466666666667,-1.0114285714285718e-05,9.582857142857143e-05,0.0,-0.008307739523734092,17.040000915527344,0.0,0.4492690330340222,0.021818959356482814,0.017428933661813497,-0.00573555756266253,0.12159999633824606,0.027153570137849137,-0.9504681515682293,0.040452353996260015,-0.0062893081761007386,1.1868100952734064,1.43793767,-23.048283702382637,0.4759164339627665
2019-10-06,7854.60981297487,1,0.04728606832801807,-0.03525384596115888,-0.05531766604921673,-0.23787303465561727,0.019242548284552814,0.028099535085410045,-0.0831520140598574,-1.144547371410251,-0.2515503739984257,13.5694301985571,-0.029299853429676448,32.0,1.0,-0.12461119656980978,-3.995333333333333e-05,-3.0107619047619052e-05,8.725047619047618e-05,0.0,0.003999663214224958,17.040000915527344,0.0,0.37988147410724443,0.016257172056801217,0.018065823417744147,-0.003228081344602174,0.04927261997366965,-0.01595376173187968,-1.7622144488517208,-0.05804473241974328,0.09558823529411753,0.4445576691793915,1.38789488,-23.96937311704513,0.47218875042671543
2019-10-07,8226.02342928112,0,-0.0043652086383807465,0.04728606832801807,-0.016323683273482437,-0.1980731564088999,0.02521619231818416,0.0309610919654354,-0.0740310175663399,-0.6782248609908819,-0.20958840678412294,25.76600754114007,0.004793556408623889,27.0,-5.0,-0.6810112696093622,-0.00016642666666666665,-6.816857142857143e-05,9.674000000000001e-05,-0.004478294673592398,0.017723975791980928,17.860000610351562,0.04812204523281527,0.7831529766619296,-0.004035056545341309,0.017103039354423682,-0.0005048773353754088,0.5463037286350926,-0.021175746711433185,0.2793247997037444,0.06119516932800306,0.19230769230769185,0.8584388323431115,1.45350223,-21.615913384323584,0.6169679016066962
2019-10-08,8190.1151207481,1,0.049842620522617676,-0.0043652086383807465,-0.007780729923448582,-0.1967018970019485,0.025158603723934247,0.030974057479604338,-0.06595419046874207,-0.6445457348878119,-0.21274327296624673,39.32029867249578,-0.0014464670873803875,39.0,12.0,0.832946322995021,0.0001,-6.816857142857144e-05,9.674e-05,-0.015560819201407838,-0.006036433667674923,20.280000686645508,0.13549831990998507,1.9310086387491212,0.0001409744420111103,0.017328205535160058,0.0028322757188770087,0.9248457669207545,-0.046966140039064075,-0.011467039571604738,0.0038617260708746493,0.13286713286713248,1.3450194412466479,1.44711351,-21.30387182987052,0.6780128885248088
2019-10-09,8598.3319207481,0,-0.0023541242213406255,0.049842620522617676,0.05298339435014188,-0.15381733082548,0.03198248957605022,0.03360016715200106,-0.054054921482266316,-0.09334960635099136,-0.17350433466682535,53.95545096096394,0.0661942246518894,37.0,-2.0,0.5896631909232919,0.0001,-3.842666666666667e-05,9.556952380952382e-05,0.0091044925499415,-0.011046746899230242,18.639999389648438,-0.08086791131506321,0.9343453498112889,0.001057147017094806,0.01652064660460313,0.003137386860114555,0.7820592298854053,-0.022134333370960158,-0.15424095996303158,-0.04966583910501943,-0.06756756756756743,-0.5878611240450298,1.5187746,-16.783338876655705,0.8390147834561767
2019-10-10,8578.09037931034,0,-0.033601458790303074,-0.0023541242213406255,0.05360799574879049,-0.1646121560499233,0.03126777512243013,0.03337372141186983,-0.039811517880084524,-0.020500644094250356,-0.1754500081314192,62.871146051648765,0.03570537026264886,41.0,4.0,1.007705447745934,0.0001,-1.0285714285714286e-05,9.599999999999999e-05,0.006415695380997066,-0.004701924081289666,17.56999969482422,-0.05740341898393164,0.22627440813390595,-0.0076814403437238665,0.016415075072910873,-0.0010120278979036668,-0.6660927262030506,0.04866310462144341,0.4065278079206074,0.06719485898242539,0.1126298499338807,1.4263582327496687,1.51523934,-14.95011632335955,0.8291804141310258
2019-10-11,8289.85402893045,1,0.004088867550509079,-0.033601458790303074,0.055412582715007375,-0.18488180486768446,0.034341316063528554,0.03383973656949677,-0.027614878776721863,-0.34527214090603686,-0.20315609070373608,52.47462015250714,-0.0029703780797626367,39.0,-2.0,0.7819704875528145,0.0001,4.053333333333332e-06,0.00011023238095238097,0.010938977513132997,0.006185619190049785,15.579999923706055,-0.11326122969167607,-1.0679527601962524,-0.013178260730241198,0.016891732748322404,-0.005161365443142718,-1.963317281033261,0.01952588020760282,0.2204552260816552,0.029826826336642576,0.08187310533024483,1.0489442184051214,1.4650268,-18.263330612187172,0.6640029617629324
2019-10-12,8323.7501440678,0,-0.0039044291423202537,0.004088867550509079,0.011880189210112801,-0.1664919237265482,0.034252808913877615,0.03389235118963085,-0.015387422171554643,-0.194116256241702,-0.1968169077098617,52.8974813261487,-0.004637422509264577,38.0,-1.0,0.6492540479504846,0.0001,4.194571428571429e-05,0.00010091142857142857,0.0,0.010711884840467256,15.579999923706055,0.0,-1.0865938114410016,-0.004691190920863453,0.016822945950521345,-0.006970348791817238,-1.8301645438377303,-0.09136118170765806,-1.5730345725100472,-0.10083627783007909,-0.14184919334990242,-0.800546797570732,1.47085893,-19.98979015001937,0.5734525584387621
2019-10-13,8291.25065143191,1,0.006647704607188665,-0.0039044291423202537,0.012348487071641046,-0.1747546997750562,0.030116051694375392,0.033753927958343574,0.001961660555053646,-0.1370603592944433,-0.1999528791820182,55.67891223375015,0.004471676905325017,38.0,0.0,0.6410345271002037,0.0001,6.193904761904761e-05,0.00010948952380952381,0.0,0.02668799104538122,15.579999923706055,0.0,-1.105794316962136,-0.013317357765172289,0.016888887414724763,-0.008472829766613121,-1.7158875330835124,5.4017361179825585e-05,-1.6978279541709866,0.05419473024024013,-0.02843662017451709,-0.12136185076000426,1.46532541,-19.855203833793524,0.4766601848055469
2019-10-14,8346.36843658679,0,-0.0222439028985586,0.006647704607188665,-0.02930376339081675,-0.13890524926657377,0.024751732925210018,0.033331574699743516,0.011800706621702517,0.3862811980963488,-0.1901580600841003,51.7452665998889,0.02212701810764628,37.0,-1.0,0.5517396403201731,0.0001,0.0001,0.0001,-0.0013871187334510982,0.01601356496671391,14.569999694824219,-0.06482671590678579,-1.7302997476808772,-0.010278118145025439,0.01684445126117441,-0.006759541765276489,-1.2129994756090334,-0.055502415781016334,-0.052619749598806144,-0.07657468961539626,-0.11208553452114578,-0.677943632787203,1.46837588,-19.46344022509885,0.6617589587618452
2019-10-15,8160.71262752776,0,-0.019220956740259476,-0.0222439028985586,-0.04865625486871328,-0.05258601215599701,0.02642442443566831,0.023568644564704904,0.013935680927684935,-0.5680631489391671,-0.20525899989938312,46.12903627757058,0.002343376575923317,39.0,2.0,0.8036207804663391,0.0001,0.0001,0.0001,0.009955676641137279,0.019587305913459474,13.539999961853027,-0.07069318836959781,-2.028342185084254,-0.008522100483261852,0.017107574666876315,-0.0042548695455451035,-1.6591683958001768,-0.004214949860969597,0.10821665359707494,0.0321724600135842,-0.03717917014947181,0.7513266571735396,1.43701211,-20.81721055587699,0.6253822717089991
2019-10-16,8003.85592314436,1,0.008575049301954074,-0.019220956740259476,-0.03449977584502639,-0.04989243327379844,0.015073023773846145,0.023460026143032373,0.006086975222275637,-1.36312516385811,-0.22053468228202755,41.4436768808845,0.019001085187319244,40.0,1.0,0.886510179083747,0.0001,0.0001,0.0001,-0.0019995427986508885,0.006538099818300225,13.680000305175781,0.01033975950643895,-1.7467259155767283,0.00271373909965833,0.017542794999106947,-0.0029501618161156262,-2.0699108212867916,0.044934372728697936,0.4001417262039875,0.06604858232359678,0.05639420973369891,-0.05459081628179528,1.41022441,-21.97315054856334,0.6840492001083056
2019-10-17,8072.48938229106,0,-0.014017657176271792,0.008575049301954074,-0.030186004796865507,-0.0023735343755409977,0.01650516342266379,0.02193448771155573,-0.002573493667596294,-0.9476593489181142,-0.21385072875343258,45.57843828100328,-0.01866443103523685,40.0,0.0,0.9708739447368686,0.0001,0.0001,0.0001,0.0027628315736780706,0.009318995060588309,13.789999961853027,0.008040910396444056,-1.53531412204533,0.004141982690215151,0.01741841877411611,-0.007019353204322343,-2.46933389129989,-0.01719671372616538,0.39311293664685665,-0.03928095109986662,-0.06504162067834107,0.4844100569382343,1.42275851,-20.823879619972853,0.6167658590288638
2019-10-18,7959.33199357101,0,-0.001363764741825979,-0.014017657176271792,-0.040032399431028876,-0.027782309494824076,0.01278661323557381,0.021971679943605108,-0.0070018771718904915,-1.4622171105229664,-0.2248706997271429,45.041732066133484,-0.028178251926208597,40.0,0.0,0.9300042199855243,0.0001,0.0001,0.0001,-0.003919344949506964,0.005363125754856091,14.25,0.03335750829727768,-1.1883586636409993,0.0030708272392978575,0.017647210447726134,-0.010376441920595614,-2.505056287718076,-0.07315428854461903,-0.29729264956953855,-0.029896684390264938,0.025641025641025994,1.3056896507373585,1.40337963,-21.67028612940444,0.5837117020320386
2019-10-19,7948.47733722969,1,0.03336886938121797,-0.001363764741825979,-0.04767236222318216,-0.03090737927971632,0.012243674729092591,0.02196115158158832,-0.012071165733795963,-1.3811558240328317,-0.2184484215811111,45.32922420326641,-0.07557914599112947,41.0,1.0,1.0505253940784862,0.0001,0.0001,0.0001,0.0,0.006759620885067985,14.25,0.0,-1.0865497433172384,-0.0009246008066677858,0.017671309957187624,-0.011884186949852493,-2.09705676591553,0.11277948533555526,-0.6774129066218639,0.05324059910121215,0.06766917293233132,-0.20057147522918967,1.40147566,-22.592779373721125,0.4804137808245571
2019-10-20,8213.70903927528,0,-0.00025012823413583796,0.03336886938121797,0.006494091161689974,0.01850093964323052,0.0195109441699812,0.02289729737515479,-0.014273211260059537,-0.022963635355451085,-0.18247257657004534,58.77598522466434,-0.04247814186172705,37.0,-4.0,0.10878308392701283,0.0001,0.0001,0.0001,0.0,-0.0031645505144329844,14.25,0.0,-0.9958400211342434,0.006088432775585906,0.017100679612856166,-0.010275736359983245,-1.8162955685260864,-0.016677859659672944,-1.8567377483358098,-0.01755493987843093,0.028169014084507005,0.11103384774761345,1.4480022,-19.23689290461664,0.4472513177429053
2019-10-21,8211.65455873758,0,-0.022218322087366182,-0.00025012823413583796,0.02596231586232567,-0.008537524186117751,0.01922180501064199,0.02211528507948668,-0.01621191113208509,-0.015994262102632224,-0.18267706326082556,49.57147774440304,-0.00943315406036871,37.0,0.0,0.0,0.0001,0.0001,0.0001,0.006871616056117524,0.005696252665206014,14.0,-0.01754385964912286,-1.0314664169128307,-0.004415713694222223,0.01702336505831091,-0.006938070506626537,-1.566222734572815,0.08033801664440987,0.8109673461867744,0.17031991689787107,0.17777777777777892,1.1576681783112144,1.44819078,-17.771674115501533,0.48568427451385127
2019-10-22,8029.20537288136,0,-0.07113649353167562,-0.022218322087366182,-0.005361915929509187,-0.03431887107948439,0.019217353271254588,0.022603692702400587,-0.016872696265895715,-0.9084020818772688,-0.1716269594760219,45.58692287728306,-0.03538606590640614,39.0,2.0,0.5118805195326676,0.0001,0.0001,0.0001,-0.003568666378412577,-0.0006537670639678028,14.460000038146973,0.03285714558192665,-0.7491812531539663,-0.00291589261311187,0.017461254313131367,-0.0008196069107103687,-1.1506223542064058,0.028499387894920014,0.5322351135886842,-2.0381839198946317e-05,0.10457516339869355,1.8242691573216459,1.41660892,-20.08366075186885,0.5183658857963996
2019-10-23,7458.03585680889,0,-0.0004913785230361567,-0.07113649353167562,-0.06298218709397119,-0.10816042469244569,0.03239698047546202,0.027152757136723944,-0.02124018048766141,-2.8542352376742297,-0.13416293219928854,21.292423150993116,-0.10049325845421442,33.0,-6.0,-0.968403441869377,0.0001,0.0001,0.0001,0.0028471487971184484,0.0061349101396193095,14.010000228881836,-0.031120318677592684,-0.8923778310612269,0.0004983060094270186,0.018842762555371543,0.0019531501212013413,-1.1274504608818432,0.004150186847058146,0.5816222235989486,0.025251723342490484,0.18217281625443937,1.9404521736292784,1.31849373,-23.055451291507037,0.6696522221120422
2019-10-24,7454.37113816482,1,0.16128577677555223,-0.0004913785230361567,-0.06216362934703701,-0.09691492969954585,0.03172455905815059,0.027108539560862163,-0.027523272153369693,-2.3113867017650342,-0.13304450132040835,21.471638577305455,-0.10687250451487962,20.0,-13.0,-2.9909045300736343,5.201666666666667e-05,9.31452380952381e-05,9.31452380952381e-05,0.0019204463587332299,0.008067138264191254,13.710000038146973,-0.02141328949562815,-0.960701552094268,0.007617770285383685,0.01898617551448343,0.0035978462018193547,-0.8058679282722608,-0.014620807449590822,0.4463023658496301,-0.08059735284392022,-0.06675173588560823,-0.6804732128999816,1.32043974,-13.45883859388544,0.722202300357311
2019-10-25,8656.65517755699,1,0.06850123647513362,0.16128577677555223,0.05392766363693746,0.060125875181335164,0.07220012713211878,0.0451281222245663,-0.01808214288849408,1.6515571702688128,0.0,56.36029064891924,0.060771965962422625,24.0,4.0,-2.0087096258547827,1.763666666666667e-05,8.137904761904762e-05,8.137904761904763e-05,0.004072700506109195,0.012172693808391921,12.649999618530273,-0.07731585825436416,-1.354995788653224,0.009967206532577766,0.01638739186217489,0.005653814336548546,-0.44274023652504796,0.16778742670526237,1.4170960038713671,-0.020809753402194153,-0.0921880137609069,-0.21455674647235962,1.53033296,2.75989055416811,0.9557738975458975
2019-10-26,9249.64676095851,1,0.033353628632935006,0.06850123647513362,0.126404757384303,0.1360922249902088,0.07448751788547746,0.04724548562775068,-0.0017238632652119001,2.6769705296920017,0.0,63.447555592281724,0.15564883348434067,53.0,29.0,2.3878862414279793,0.00018194333333333332,9.30852380952381e-05,9.30852380952381e-05,0.0,0.005264899385125643,12.649999618530273,0.0,-1.2233030584828088,0.014807979280617722,0.015336801964062364,0.005137162134938533,-0.3810247498084608,0.18250340989942737,1.0252104367431165,-0.0203623852618805,0.03771119063868622,0.008923803289771532,1.63052996,14.310369074661388,1.447812296001198
2019-10-27,9558.15604400935,0,-0.025002511074046718,0.033353628632935006,0.19042365964283614,0.21688489582517878,0.07448720377826447,0.04653681010283134,0.011696515971155952,2.6428414870105597,0.0,67.03457034375333,0.18404070805933248,50.0,-3.0,1.699880300660434,0.00012853666666666667,9.716190476190476e-05,9.716190476190476e-05,0.0,0.008865202714402942,12.649999618530273,0.0,-1.109460903238071,0.01184025462370153,0.014841774915284359,0.0030760079515297356,-0.31802667106785437,0.09625666490888851,-1.2351207853911896,-0.07714300935873986,-0.17094795777251748,-2.2659413635204317,1.68313273,16.751109290337144,1.2454456216827847
