selection_policy,selected_model_from_cv,selected_model_cv_rank,selected_model_cv_eligible,selected_model_cv_sharpe,selected_model_cv_profit_factor,selected_model_cv_roc_auc,selected_model_cv_trade_count,selected_model_cv_signal_upper_threshold,selected_model_cv_signal_lower_threshold,selected_model_test_rank,selected_model_test_sharpe,selected_model_test_trade_count,best_test_model,best_test_model_sharpe,best_test_model_is_selected_model
"select model by cross-validation only among active strategies (trade_count>=20 and avg_abs_position>=0.02), then rank by sharpe desc, profit_factor desc, roc_auc desc; signal thresholds are derived from CV score quantiles",logistic_regression,1,True,0.396440017536334,1.0979311640674945,0.5173106503022065,794,0.5283145929795389,0.4800524757868034,3,0.5800909274178442,159,random_forest,1.1879129453195298,False
