metric,value
white_reality_check_p_value,0.258
permutation_observed_sharpe,0.5800909274178442
permutation_p_value,0.242
bootstrap_sharpe_lower,-1.1132547201869896
bootstrap_sharpe_upper,2.2475361334904265
bootstrap_cagr_lower,-0.2639100210859356
bootstrap_cagr_upper,0.8835895651715765
bootstrap_profit_factor_lower,0.7570009876533821
bootstrap_profit_factor_upper,1.8547579571232402
