metric,value
annualized_return,0.15148321883074845
annualized_volatility,0.2731870270411432
sharpe_ratio,0.5800909274178442
sortino_ratio,0.8665067418350592
calmar_ratio,0.6314279437778769
max_drawdown,-0.23990578865486045
value_at_risk_5pct,-0.019477101303550737
conditional_value_at_risk_5pct,-0.03435093084590481
beta_to_benchmark,0.042673457538257055
alpha_to_benchmark,0.14262479499158062
covariance_with_benchmark,2.3914945897204315e-05
correlation_with_benchmark,0.07057376811849796
